dialogue_id,speaker,text,gold_answers,possible_answers
3047,XXXXX,French and Spanish.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
3047,OOOOO,And how well can you speak them?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
3047,XXXXX,"Well, French was my best subject at school.",['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
3047,XXXXX,I can read and write it pretty well.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
3047,OOOOO,And how about your Spanish?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
3047,XXXXX,"Well, it's not as good as my French.",['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
3047,XXXXX,"I can speak it reasonably well, but my written Spanish isn't very good.",['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
3047,OOOOO,I see.,['React.Respond.Support.Reply.Acknowledge'],"['React.Respond.Support.Register', 'React.Respond.Support.Reply.Acknowledge']"
3047,OOOOO,"Well, we have a lot of Spanish customers, but you wouldn't need to write any Spanish here.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
3047,XXXXX,"In that case, I'm fit for the position I think.",['React.Respond.Support.Develop.Extend'],"['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Develop.Enhance']"
6220,OOOOO,"Hi, I want to see the Terra Cotta Warriors in Xi'an.",['Open.Initiate.Give.Fact'],"['Open.Initiate.Give.Fact', 'Open.Attend']"
6220,OOOOO,Could you please remind me when we are arriving at that stop?,['React.Rejoinder.Support.Track.Confirm'],"['React.Rejoinder.Support.Track.Confirm', 'React.Rejoinder.Support.Track.Clarify']"
6220,XXXXX,Oh.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
6220,XXXXX,You took the wrong bus.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Elaborate']"
6220,XXXXX,You need to take Bus 151 which goes the opposite direction.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
6220,OOOOO,"Oh, no!",['React.Respond.Support.Register'],['React.Respond.Support.Register']
6220,OOOOO,What should I do now?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
6220,XXXXX,Don't worry.,['React.Respond.Support.Develop.Extend'],"['React.Respond.Support.Develop.Extend', 'React.Rejoinder.Support.Response.Resolve', 'Open.Command', 'React.Respond.Support.Register']"
6220,XXXXX,You can get off at the next stop and walk across the street and take the Bus 151 to the opposite direction.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
6220,OOOOO,Ok.,['React.Respond.Support.Register'],"['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Register', 'React.Respond.Support.Reply.Agree\n']"
6220,OOOOO,How many stops do I have to go?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
6220,XXXXX,About 15 stops.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
6220,OOOOO,That is a long way to go.,['React.Respond.Support.Develop.Extend'],"['React.Respond.Support.Develop.Enhance', 'React.Respond.Support.Develop.Extend']"
6220,OOOOO,It is so kind of you to help me.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
6220,OOOOO,Thank you very much.,['React.Respond.Support.Reply.Accept'],['React.Respond.Support.Reply.Accept']
6220,XXXXX,My pleasure.,['React.Respond.Support.Reply.Accept'],"['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Reply.Accept']"
9554,OOOOO,How about going swimming?,['Open.Initiate.Demand.Opinion'],"['Open.Initiate.Demand.Opinion', 'Open.Command']"
9554,XXXXX,OK.,['React.Respond.Support.Reply.Agree'],"['React.Respond.Support.Reply.Accept', 'React.Respond.Support.Reply.Agree']"
9554,XXXXX,Where should we go?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
9554,OOOOO,Why don't we go down to the pool?,['React.Rejoinder.Support.Track.Clarify'],"['React.Rejoinder.Support.Track.Clarify', 'Open.Command', 'React.Rejoinder.Support.Track.Probe']"
9554,OOOOO,It's not too far from here.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
9554,XXXXX,Fine.,['React.Respond.Support.Register'],"['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Register']"
9554,XXXXX,I'll be ready in a minute.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
500,OOOOO,May I have a word with you?,['Open.Command'],"['Open.Command', 'Open.Demand.Opinion']"
500,XXXXX,Certainly.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
500,OOOOO,When will you be free?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
500,XXXXX,Come by any time.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
500,OOOOO,Shall I say around ten o'clock?,['React.Rejoinder.Support.Track.Probe'],"['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Clarify']"
500,XXXXX,Yes.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
500,XXXXX,I'll be waiting for you in my home by 10:00.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
501,OOOOO,Office software like Windows might be one of the best inventions in this information age.,['Open.Give.Opinion'],['Open.Give.Opinion']
501,OOOOO,It saves us from so much work and makes the communication even around the world much easier.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
501,XXXXX,Fully agree.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
501,XXXXX,I do enjoy the convenience though I am still a beginner in using Excel.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
501,XXXXX,The latest office equipment is more type-functional.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
501,XXXXX,"It combines fax machine, copy machine and printer in one.",['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
501,XXXXX,It saves a lot of place one machine instead of three.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
501,OOOOO,Yes.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
501,OOOOO,this machine is even smaller than those before.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
501,XXXXX,When will we get one of those?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
501,OOOOO,You know our boss always trying to save the last penny.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
501,OOOOO,We have to use up the equipment first.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
502,OOOOO,Congratulations!,"['Open.Give.Opinion', 'Open.Attend']","['Open.Give.Opinion', 'Open.Attend']"
502,OOOOO,Mr. Stuart!,['React.Respond.Support.Engage'],['React.Respond.Support.Engage']
502,OOOOO,You won the city marathon.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
502,XXXXX,Thank you.,['React.Respond.Support.Reply.Accept'],['React.Respond.Support.Reply.Accept']
502,XXXXX,I am very excited.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
502,OOOOO,We are all very proud of you.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
502,XXXXX,"I am very happy, too.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
502,XXXXX,It was a big game and I won.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
502,OOOOO,I watched the race with my children.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
502,OOOOO,We saw you run to the finish line.,"['Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
502,OOOOO,We all screamed with excitement.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
502,XXXXX,It was really an exciting moment.,['React.Respond.Support.Reply.Agree'],"['React.Respond.Support.Develop.Elaborate', 'React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Acknowledge']"
504,OOOOO,"Are you ok, Chuck?","['Open.Demand.Fact', 'Open.Demand.Opinion']","['Open.Demand.Fact', 'Open.Demand.Opinion']"
504,OOOOO,You look pale.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,XXXXX,"I'm fine, Katherine.",['React.Rejoinder.Support.Response.Resolve'],"['React.Rejoinder.Support.Response.Resolve', 'React.Respond.Support.Develop.Extend']"
504,XXXXX,I just stayed up late last night working on my Chinese.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,OOOOO,"Oh, poor you.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
504,OOOOO,You know what?,['Sustain.Continue.Monitor'],"['Sustain.Continue.Monitor', 'React.Rejoinder.Support.Track.Clarify']"
504,OOOOO,I found a new way to learn Chinese and it works very well.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,XXXXX,You did?,['React.Rejoinder.Support.Track.Confirm'],['React.Rejoinder.Support.Track.Confirm']
504,XXXXX,Do tell me.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
504,XXXXX,"I've spent all these months trying to learn something new about it, but I've made little progress!",['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,OOOOO,Sure.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
504,OOOOO,I'm learning Chinese through songs.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
504,XXXXX,So you're learning Chinese songs?,"['React.Rejoinder.Support.Track.Check', 'React.Rejoinder.Support.Track.Probe']","['React.Rejoinder.Support.Track.Check', 'React.Rejoinder.Support.Track.Probe']"
504,OOOOO,You can say that.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
504,OOOOO,I can actually sing some of them now.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,XXXXX,That's a real achievement.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
504,XXXXX,How did you do that?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
504,OOOOO,I start by listening to the song a few times and after several times I am able to follow the singer.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
504,XXXXX,It makes sense.,"['React.Respond.Support.Reply.Acknowledge', 'React.Respond.Support.Reply.Agree']","['React.Respond.Support.Reply.Acknowledge', 'React.Respond.Support.Reply.Agree', 'React.Respond.Support.Develop.Extend']"
504,OOOOO,It does.,['React.Respond.Support.Reply.Agree'],['React.Respond.Support.Reply.Agree']
504,OOOOO,I've learned some Chinese folk songs this way.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,OOOOO,They are clearly presented and easy to follow.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,XXXXX,"Can Join you, Katherine?",['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
504,XXXXX,I do want to have a try.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,OOOOO,Why not?,"['React.Rejoinder.Support.Track.Clarify', 'React.Respond.Support.Reply.Affirm']","['React.Rejoinder.Support.Track.Clarify', 'React.Respond.Support.Reply.Affirm', 'React.Respond.Support.Reply.Agree']"
504,OOOOO,I downloaded a beautiful song the other day.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
504,OOOOO,We can learn it together now.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
504,XXXXX,Great.,['React.Respond.Support.Register'],['React.Respond.Support.Register']
504,XXXXX,Do you think we need a Chinese dictionary?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
504,OOOOO,Yes.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
504,OOOOO,just in case we run into me new characters.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
504,XXXXX,Ok.,['React.Respond.Support.Register'],"['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Register']"
504,XXXXX,I will bring it with me.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
506,OOOOO,Oh boy.,['Open.Attend'],['Open.Attend']
506,OOOOO,I hate to say this but I really have to leave now.,['Open.Give.Fact'],['Open.Give.Fact']
506,XXXXX,That’s all right.,"['React.Respond.Support.Reply.Acknowledge', 'React.Respond.Support.Register', 'React.Respond.Support.Reply.Agree']","['React.Respond.Support.Reply.Acknowledge', 'React.Respond.Support.Register', 'React.Respond.Support.Reply.Agree']"
506,XXXXX,I understand.,['Sustain.Continue.Prolong.Elaborate'],['Sustain.Continue.Prolong.Elaborate']
506,OOOOO,I’m so sorry.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
506,XXXXX,That’s ok.,['React.Respond.Support.Reply.Acknowledge'],['React.Respond.Support.Reply.Acknowledge']
506,XXXXX,Don’t be sorry.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
506,XXXXX,We’ll talk later.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
507,OOOOO,Have you thought of moving at all Sarah?,['Open.Demand.Fact'],['Open.Demand.Fact']
507,XXXXX,We’Ve thought about it but my husband and I can’t afford it right now.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
507,XXXXX,The only thing we could afford would be living in the slums which is something I don’t want to do.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
507,OOOOO,Buying a house can be expensive.,"['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Reply.Acknowledge']","['React.Respond.Support.Develop.Extend', 'React.Respond.Support.Reply.Acknowledge']"
507,OOOOO,but there are ways to find cheaper houses.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
507,XXXXX,Like what?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
507,OOOOO,Well sometimes the city auctions offer houses to the community.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
507,OOOOO,You’d have to make a quick decision about the offer in a day.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
507,OOOOO,but you would definitely save money doing it that way.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
507,XXXXX,That’s a good idea.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
507,XXXXX,Do you know anyone who has done that before?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
507,OOOOO,"Sure, my sister-in-law and her husband just bought a house that way.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
507,OOOOO,They’re pretty satisfied with it.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
507,XXXXX,Is the house pretty run-down.,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
507,OOOOO,Not at all.,['React.Respond.Confront.Reply.Disagree'],['React.Respond.Confront.Reply.Disagree']
507,OOOOO,The woman who owned it took good care of it.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
507,OOOOO,But when she died she had no family left and no will.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
507,OOOOO,so the government had to sell it for her.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
507,XXXXX,Was it a very old house?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
507,OOOOO,It was about 75 years old.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
507,OOOOO,"There were a few repairs that needed doing, but it didn’t take a lot of money or time.",['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
507,XXXXX,Is it in a good location?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
507,OOOOO,The area can be a bit rough in the evenings.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
507,OOOOO,but the neighbors watch out for each other so it’s ok.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,OOOOO,Do Mona and Jim need a new house?,"['Open.Demand.Fact', 'Open.Demand.Opinion']","['Open.Demand.Fact', 'Open.Demand.Opinion']"
508,XXXXX,No.,['React.Respond.Confront.Reply.Disagree'],['React.Respond.Confront.Reply.Disagree']
508,XXXXX,they have a big new fancy house.,['Sustain.Continue.Prolong.Enhance'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,OOOOO,Does Jim make a lot of money?,['React.Rejoinder.Support.Track.Probe'],"['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Clarify', 'React.Rejoinder.Support.Track.Confirm']"
508,XXXXX,"Yes, he does.",['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
508,XXXXX,He is a science fiction writer.,"['Sustain.Continue.Prolong.Enhance', 'Sustain.Continue.Prolong.Extend']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,OOOOO,Does Jim need to make more money?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
508,XXXXX,Afraid so.,['React.Respond.Support.Reply.Affirm'],['React.Respond.Support.Reply.Affirm']
508,XXXXX,The more the better.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,OOOOO,What do they need all that money for?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
508,XXXXX,"Well, they spend it pretty quick.",['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
508,XXXXX,"New clothes, new computers and new cars every year.","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,XXXXX,And they’Ve got a cook and housekeeper.,['Sustain.Continue.Prolong.Extend'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
508,OOOOO,Do they have any children?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
508,XXXXX,No.,['React.Respond.Confront.Reply.Disagree'],['React.Respond.Confront.Reply.Disagree']
508,XXXXX,They want children but no luck yet.,['Sustain.Continue.Prolong.Enhance'],['Sustain.Continue.Prolong.Enhance']
508,OOOOO,What does Jim like to do?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
508,XXXXX,Jim likes to travel around the world.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
508,XXXXX,That' s expensive!,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
508,OOOOO,What does Mona like to do?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
508,XXXXX,"Oh, she enjoys spending money on fancy parties.",['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
508,OOOOO,Wow... She sounds like a high maintenance wife.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
508,XXXXX,I guess so.,"['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Acknowledge']","['React.Respond.Support.Reply.Agree', 'React.Respond.Support.Reply.Acknowledge']"
508,XXXXX,She is also interested in politics.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
508,XXXXX,She knows everyone in city government.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
508,OOOOO,Politics can be an expensive hobby.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
508,XXXXX,She is pretty serious about it.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
508,XXXXX,Her uncle is a mayor.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
508,XXXXX,She wants to follow in his footsteps.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
508,OOOOO,Politics is a hard game to play.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
508,XXXXX,She might do well.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
508,XXXXX,Everyone seems to like her.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
509,OOOOO,"Are you alright, child?","['Open.Demand.Fact', 'Open.Demand.Opinion']","['Open.Demand.Fact', 'Open.Demand.Opinion']"
509,XXXXX,Hey.,"['Open.Attend', 'React.Respond.Support.Engage', 'React.Respond.Support.Register']","['Open.Attend', 'React.Respond.Support.Engage', 'React.Respond.Support.Register']"
509,XXXXX,I still know my name.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
509,OOOOO,What did the nurse say?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
509,XXXXX,She said I have a fever but nothing major.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
509,OOOOO,"In that case, you should go home and get plenty of rest.",['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
509,XXXXX,What if this small fever turns into a big fever?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
509,OOOOO,Then I'll phone our family physician and make an appointment for you.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
510,OOOOO,Who was the best teacher that you ever had?,['Open.Demand.Opinion'],"['Open.Demand.Fact', 'Open.Demand.Opinion']"
510,XXXXX,That would have to be Miss Baymler.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
510,XXXXX,my fourth grade teacher.,"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Enhance']","['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Enhance']"
510,OOOOO,What was she like?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
510,XXXXX,She was patient kind fun.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
510,XXXXX,smart caring and yet strict too.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,XXXXX,I really learned a lot from her.,['Sustain.Continue.Prolong.Extend'],['Sustain.Continue.Prolong.Extend']
510,OOOOO,What kind of things did you learn?,['React.Rejoinder.Support.Track.Clarify'],['React.Rejoinder.Support.Track.Clarify']
510,XXXXX,She taught us that you can do anything that you want to do.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
510,OOOOO,Anything?,['React.Rejoinder.Support.Track.Confirm'],"['React.Rejoinder.Support.Track.Confirm', 'React.Rejoinder.Support.Track.Check']"
510,OOOOO,Do you really believe that we can do anything?,['React.Rejoinder.Confront.Challenge.Rebound'],['React.Rejoinder.Confront.Challenge.Rebound']
510,XXXXX,If you really want to do something and you work hard at it.,"['React.Respond.Support.Reply.Affirm', 'React.Rejoinder.Support.Response.Resolve']","['React.Respond.Support.Reply.Affirm', 'React.Rejoinder.Support.Response.Resolve']"
510,XXXXX,I believe you can do it.,['Sustain.Continue.Prolong.Elaborate'],"['Sustain.Continue.Prolong.Elaborate', 'Sustain.Continue.Prolong.Extend', 'Sustain.Continue.Prolong.Enhance']"
510,OOOOO,You said she was strict.,['React.Respond.Support.Develop.Extend'],['React.Respond.Support.Develop.Extend']
510,OOOOO,Did she have a lot of rules?,"['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Clarify']","['React.Rejoinder.Support.Track.Probe', 'React.Rejoinder.Support.Track.Clarify']"
510,XXXXX,She had some rules that helped us to feel comfortable.,['React.Rejoinder.Support.Response.Resolve'],['React.Rejoinder.Support.Response.Resolve']
